Loan_ID,Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Term_Months,Interest_Rate_Pct,Loan_Purpose,Employment_Status,Home_Ownership,Debt_to_Income_Ratio,Loan_Status
LN100970,CUST200970,50,91731.99,692,1212.76,60,18.0,Major Purchase,Employed,Mortgage,0.25,Fully Paid
LN100971,CUST200971,55,32732.06,536,19786.01,60,21.53,Major Purchase,Employed,Mortgage,0.38,Charged Off
LN100972,CUST200972,41,75733.76,825,17652.8,36,12.38,Major Purchase,Self-Employed,Mortgage,0.27,Fully Paid
LN100973,CUST200973,57,65017.75,653,17900.13,36,19.52,Debt Consolidation,Employed,Mortgage,0.26,Charged Off
LN100974,CUST200974,25,60613.78,629,23991.19,36,20.11,Major Purchase,Employed,Rent,0.26,Current
LN100975,CUST200975,39,106789.57,558,15562.3,60,21.65,Debt Consolidation,Self-Employed,Rent,0.17,Fully Paid
LN100976,CUST200976,34,108992.43,723,1000.0,36,14.87,Debt Consolidation,Employed,Rent,0.09,Current
LN100977,CUST200977,46,61390.18,748,18592.86,36,15.76,Debt Consolidation,Employed,Rent,0.1,Fully Paid
LN100978,CUST200978,24,56352.09,739,17557.38,60,14.43,Home Improvement,Employed,Mortgage,0.13,Fully Paid
LN100979,CUST200979,45,27328.17,792,13043.0,36,12.34,Credit Card Reinvestment,Employed,Mortgage,0.18,Fully Paid
LN100980,CUST200980,62,64893.53,786,8265.82,36,13.35,Debt Consolidation,Employed,Mortgage,0.07,Current
LN100981,CUST200981,45,113832.58,703,12112.65,36,17.12,Debt Consolidation,Employed,Rent,0.14,Fully Paid
LN100982,CUST200982,38,61781.62,598,26664.48,36,22.64,Credit Card Reinvestment,Employed,Mortgage,0.17,Current
LN100983,CUST200983,60,83218.98,849,7640.74,60,9.25,Education,Employed,Rent,0.21,Fully Paid
LN100984,CUST200984,28,30062.57,675,1076.71,36,16.06,Credit Card Reinvestment,Unemployed,Mortgage,0.17,Charged Off
LN100985,CUST200985,59,54130.63,761,3253.9,36,13.99,Credit Card Reinvestment,Employed,Own,0.19,Fully Paid
LN100986,CUST200986,60,76561.63,770,14717.63,36,11.5,Home Improvement,Employed,Rent,0.08,Fully Paid
LN100987,CUST200987,34,67646.56,642,28366.8,36,20.2,Major Purchase,Employed,Rent,0.27,Fully Paid
LN100988,CUST200988,52,85616.68,688,32638.81,36,14.49,Education,Employed,Mortgage,0.04,Fully Paid
LN100989,CUST200989,58,49933.2,771,20201.85,36,15.22,Home Improvement,Employed,Mortgage,0.07,Fully Paid
LN100990,CUST200990,53,21250.29,519,7150.03,36,25.9,Home Improvement,Unemployed,Rent,0.21,Charged Off
LN100991,CUST200991,43,93052.26,832,7999.27,36,12.11,Small Business,Unemployed,Mortgage,0.18,Current
LN100992,CUST200992,35,41596.27,799,22006.7,60,10.25,Education,Employed,Own,0.06,Fully Paid
LN100993,CUST200993,53,77665.1,545,25653.08,36,23.36,Debt Consolidation,Employed,Rent,0.21,Charged Off
LN100994,CUST200994,45,76271.42,594,9864.02,60,20.04,Home Improvement,Self-Employed,Rent,0.1,Fully Paid
LN100995,CUST200995,37,23406.17,563,26395.6,36,20.68,Major Purchase,Employed,Mortgage,0.04,Fully Paid
LN100996,CUST200996,53,91228.14,630,13163.52,36,20.67,Home Improvement,Employed,Rent,0.08,Charged Off
LN100997,CUST200997,22,50835.82,508,20714.27,60,25.83,Home Improvement,Employed,Rent,0.05,Charged Off
LN100998,CUST200998,34,66376.37,702,24163.74,36,18.85,Credit Card Reinvestment,Employed,Mortgage,0.02,Fully Paid
LN100999,CUST200999,60,56045.44,797,3145.86,36,12.69,Debt Consolidation,Self-Employed,Mortgage,0.24,Charged Off
LN101000,CUST201000,60,105564.79,673,18611.51,36,18.34,Debt Consolidation,Employed,Rent,0.07,Fully Paid
LN101001,CUST201001,59,98587.26,572,26429.14,36,24.62,Education,Self-Employed,Rent,0.21,Charged Off
LN101002,CUST201002,26,19691.64,583,10514.68,36,24.82,Credit Card Reinvestment,Employed,Mortgage,0.35,Current
LN101003,CUST201003,26,121470.68,558,6547.35,36,24.3,Small Business,Self-Employed,Mortgage,0.03,Fully Paid
LN101004,CUST201004,23,48042.33,520,18958.28,36,23.68,Major Purchase,Employed,Mortgage,0.2,Charged Off
LN101005,CUST201005,27,117560.92,656,16067.55,36,18.77,Credit Card Reinvestment,Employed,Mortgage,0.15,Charged Off
LN101006,CUST201006,28,58594.76,818,12381.57,60,12.01,Major Purchase,Employed,Mortgage,0.1,Current
LN101007,CUST201007,62,56477.08,828,14982.3,36,12.94,Debt Consolidation,Employed,Own,0.36,Fully Paid
LN101008,CUST201008,35,58816.81,560,1637.65,36,21.37,Credit Card Reinvestment,Employed,Own,0.26,Fully Paid
LN101009,CUST201009,49,54980.26,563,18235.8,36,22.96,Home Improvement,Employed,Rent,0.38,Current
LN101010,CUST201010,53,128109.91,824,27740.78,36,12.53,Credit Card Reinvestment,Employed,Rent,0.14,Charged Off
LN101011,CUST201011,50,63090.92,667,9282.59,36,18.9,Debt Consolidation,Employed,Rent,0.25,Current
LN101012,CUST201012,59,57442.59,702,8372.66,36,15.39,Debt Consolidation,Employed,Rent,0.12,Fully Paid
LN101013,CUST201013,47,66925.27,628,16380.49,36,20.25,Debt Consolidation,Employed,Rent,0.17,Charged Off
LN101014,CUST201014,56,40816.62,744,37767.02,60,17.89,Credit Card Reinvestment,Employed,Rent,0.17,Current
LN101015,CUST201015,49,104928.01,605,23799.07,60,20.11,Education,Employed,Rent,0.33,Charged Off
LN101016,CUST201016,58,28222.98,820,14246.6,36,12.59,Education,Employed,Rent,0.19,Fully Paid
LN101017,CUST201017,53,49649.78,621,15316.79,60,17.4,Debt Consolidation,Employed,Rent,0.26,Current
LN101018,CUST201018,57,88416.51,817,24590.78,60,12.7,Debt Consolidation,Employed,Rent,0.03,Fully Paid
LN101019,CUST201019,47,66058.8,681,7725.0,36,18.08,Debt Consolidation,Employed,Mortgage,0.08,Fully Paid
LN101020,CUST201020,53,78730.38,602,19893.94,60,21.09,Debt Consolidation,Employed,Rent,0.17,Charged Off
LN101021,CUST201021,24,103329.1,815,6060.36,36,13.5,Major Purchase,Employed,Own,0.09,Fully Paid
LN101022,CUST201022,42,90095.04,801,22399.32,36,12.54,Small Business,Employed,Rent,0.32,Fully Paid
LN101023,CUST201023,22,68436.91,760,12648.36,36,16.36,Debt Consolidation,Employed,Own,0.3,Current
LN101024,CUST201024,30,117233.57,612,16605.55,60,19.2,Debt Consolidation,Employed,Rent,0.22,Charged Off
LN101025,CUST201025,25,49291.6,569,12128.99,36,24.4,Debt Consolidation,Employed,Mortgage,0.06,Fully Paid
LN101026,CUST201026,30,62492.26,659,20589.49,36,18.96,Debt Consolidation,Employed,Rent,0.1,Current
LN101027,CUST201027,53,64238.99,739,13602.54,36,15.33,Major Purchase,Employed,Mortgage,0.17,Current
LN101028,CUST201028,58,62439.46,510,32263.77,36,22.45,Credit Card Reinvestment,Employed,Rent,0.08,Charged Off
LN101029,CUST201029,33,38269.73,637,26350.94,36,17.86,Major Purchase,Employed,Own,0.09,Charged Off
LN101030,CUST201030,51,25408.75,666,4565.69,60,18.89,Home Improvement,Self-Employed,Rent,0.19,Current
LN101031,CUST201031,56,75430.04,746,16531.65,36,14.08,Debt Consolidation,Self-Employed,Rent,0.2,Fully Paid
LN101032,CUST201032,44,49163.16,530,20881.24,36,25.29,Debt Consolidation,Employed,Mortgage,0.24,Charged Off
LN101033,CUST201033,35,112695.22,511,11334.73,60,24.99,Debt Consolidation,Self-Employed,Mortgage,0.37,Charged Off
LN101034,CUST201034,49,63186.44,742,24699.81,36,13.18,Major Purchase,Employed,Own,0.23,Fully Paid
LN101035,CUST201035,28,58712.77,607,23757.21,36,21.86,Major Purchase,Employed,Rent,0.11,Fully Paid
LN101036,CUST201036,25,92358.49,835,14331.5,36,11.36,Major Purchase,Self-Employed,Mortgage,0.13,Fully Paid
LN101037,CUST201037,49,75054.82,822,22849.73,60,12.05,Debt Consolidation,Self-Employed,Mortgage,0.28,Fully Paid
LN101038,CUST201038,24,60612.06,693,1000.0,36,18.85,Major Purchase,Employed,Mortgage,0.19,Fully Paid
LN101039,CUST201039,32,48981.71,807,25860.71,36,10.63,Debt Consolidation,Employed,Mortgage,0.2,Fully Paid
LN101040,CUST201040,22,156442.55,632,22092.07,36,18.03,Debt Consolidation,Self-Employed,Rent,0.13,Fully Paid
LN101041,CUST201041,47,74044.64,780,6298.58,60,14.29,Home Improvement,Employed,Rent,0.23,Current
LN101042,CUST201042,51,92110.74,790,17015.04,36,10.85,Home Improvement,Employed,Mortgage,0.21,Fully Paid
LN101043,CUST201043,56,39426.36,662,1000.0,36,17.61,Major Purchase,Employed,Mortgage,0.08,Current
LN101044,CUST201044,56,50550.37,777,8892.61,36,15.39,Credit Card Reinvestment,Employed,Mortgage,0.06,Fully Paid
LN101045,CUST201045,46,117808.65,702,23765.11,36,16.76,Debt Consolidation,Employed,Mortgage,0.25,Fully Paid
LN101046,CUST201046,63,99923.27,595,14897.31,36,19.14,Debt Consolidation,Self-Employed,Mortgage,0.18,Fully Paid
LN101047,CUST201047,47,76440.55,722,14454.38,36,16.4,Debt Consolidation,Employed,Rent,0.12,Current
LN101048,CUST201048,25,55460.73,736,15361.81,60,14.95,Debt Consolidation,Self-Employed,Rent,0.24,Fully Paid
LN101049,CUST201049,40,59149.11,616,14428.56,60,19.31,Debt Consolidation,Unemployed,Rent,0.08,Current
LN101050,CUST201050,31,48097.23,691,22899.92,36,22.69,Credit Card Reinvestment,Self-Employed,Own,0.05,Current
LN101051,CUST201051,30,36078.77,775,10048.08,36,14.86,Debt Consolidation,Unemployed,Rent,0.03,Fully Paid
LN101052,CUST201052,60,88096.1,605,18354.77,36,20.37,Major Purchase,Employed,Rent,0.14,Current
LN101053,CUST201053,58,78470.78,503,5843.06,60,26.23,Home Improvement,Employed,Rent,0.37,Charged Off
LN101054,CUST201054,26,83401.97,517,20928.79,36,23.88,Debt Consolidation,Self-Employed,Rent,0.07,Charged Off
LN101055,CUST201055,28,56577.55,806,12429.03,36,11.98,Home Improvement,Employed,Rent,0.19,Fully Paid
LN101056,CUST201056,43,71390.97,519,14672.1,60,24.69,Credit Card Reinvestment,Employed,Rent,0.11,Fully Paid
LN101057,CUST201057,46,54198.91,621,12102.63,60,20.92,Home Improvement,Employed,Rent,0.09,Fully Paid
LN101058,CUST201058,63,46817.3,636,13114.77,36,20.95,Debt Consolidation,Employed,Own,0.26,Charged Off
LN101059,CUST201059,32,106676.56,579,6962.19,36,23.98,Small Business,Employed,Mortgage,0.19,Current
LN101060,CUST201060,46,68037.68,653,17634.0,36,20.66,Debt Consolidation,Employed,Mortgage,0.11,Fully Paid
LN101061,CUST201061,33,77686.36,524,19437.31,36,25.32,Small Business,Employed,Mortgage,0.02,Charged Off
LN101062,CUST201062,60,85893.85,668,4354.88,60,19.72,Debt Consolidation,Employed,Mortgage,0.13,Fully Paid
LN101063,CUST201063,38,68351.02,558,10228.8,36,24.46,Major Purchase,Employed,Own,0.05,Current
LN101064,CUST201064,45,71015.82,800,15240.11,36,14.06,Home Improvement,Employed,Own,0.06,Fully Paid
LN101065,CUST201065,53,37834.37,540,10210.81,60,21.02,Home Improvement,Employed,Rent,0.08,Current
LN101066,CUST201066,60,42597.12,537,13217.43,36,24.27,Debt Consolidation,Employed,Mortgage,0.09,Current
LN101067,CUST201067,63,41304.63,616,27928.81,36,22.43,Debt Consolidation,Unemployed,Rent,0.31,Current
LN101068,CUST201068,32,80136.46,774,6854.7,36,12.84,Major Purchase,Self-Employed,Rent,0.17,Fully Paid
LN101069,CUST201069,64,66772.27,769,1000.0,60,13.65,Small Business,Employed,Rent,0.17,Fully Paid
LN101070,CUST201070,56,42599.21,626,10210.08,36,19.87,Home Improvement,Unemployed,Mortgage,0.34,Charged Off
LN101071,CUST201071,24,79502.47,502,12374.72,36,25.21,Debt Consolidation,Employed,Mortgage,0.24,Current
LN101072,CUST201072,25,78586.41,792,11080.08,36,12.49,Debt Consolidation,Employed,Rent,0.16,Fully Paid
LN101073,CUST201073,57,47625.85,515,17150.49,60,24.49,Credit Card Reinvestment,Employed,Mortgage,0.29,Charged Off
LN101074,CUST201074,28,64304.31,764,6775.35,36,15.21,Debt Consolidation,Employed,Rent,0.24,Fully Paid
LN101075,CUST201075,62,78678.54,738,5597.76,36,12.46,Debt Consolidation,Employed,Rent,0.28,Fully Paid
LN101076,CUST201076,48,43541.12,762,9604.1,60,14.63,Credit Card Reinvestment,Employed,Rent,0.17,Fully Paid
LN101077,CUST201077,51,79155.67,633,9769.21,60,19.11,Home Improvement,Employed,Mortgage,0.18,Fully Paid
LN101078,CUST201078,29,72525.59,712,31966.73,60,13.96,Debt Consolidation,Employed,Rent,0.11,Fully Paid
LN101079,CUST201079,49,40020.01,514,27419.58,36,25.29,Debt Consolidation,Employed,Rent,0.19,Charged Off
LN101080,CUST201080,34,70494.92,827,1643.78,60,12.39,Credit Card Reinvestment,Employed,Own,0.13,Fully Paid
LN101081,CUST201081,60,74141.21,628,1000.0,36,20.13,Debt Consolidation,Employed,Mortgage,0.11,Fully Paid
LN101082,CUST201082,61,49349.97,621,14313.98,36,21.08,Small Business,Employed,Rent,0.27,Current
LN101083,CUST201083,42,51317.91,740,30292.76,36,15.88,Debt Consolidation,Employed,Mortgage,0.17,Current
LN101084,CUST201084,31,39789.5,614,20328.72,36,19.33,Debt Consolidation,Employed,Rent,0.4,Current
LN101085,CUST201085,43,53775.03,696,14736.91,36,18.24,Major Purchase,Employed,Mortgage,0.1,Fully Paid
LN101086,CUST201086,21,64697.95,721,11351.41,36,17.5,Home Improvement,Employed,Mortgage,0.04,Fully Paid
LN101087,CUST201087,57,51386.95,713,23617.3,60,14.85,Debt Consolidation,Employed,Rent,0.25,Fully Paid
LN101088,CUST201088,41,27877.8,579,16423.92,36,23.16,Home Improvement,Employed,Rent,0.18,Current
LN101089,CUST201089,46,47785.3,762,28854.07,36,14.09,Debt Consolidation,Self-Employed,Rent,0.18,Fully Paid
LN101090,CUST201090,56,54567.7,634,1498.36,36,20.56,Credit Card Reinvestment,Unemployed,Mortgage,0.05,Charged Off
LN101091,CUST201091,43,85420.97,805,18389.17,60,13.03,Debt Consolidation,Employed,Own,0.01,Fully Paid
LN101092,CUST201092,21,79869.12,741,10493.62,36,15.1,Credit Card Reinvestment,Employed,Own,0.1,Current
LN101093,CUST201093,60,85905.53,802,18314.2,36,13.73,Credit Card Reinvestment,Employed,Own,0.15,Fully Paid
LN101094,CUST201094,35,46524.53,769,17006.85,36,13.74,Credit Card Reinvestment,Employed,Own,0.31,Current
LN101095,CUST201095,41,68538.77,786,19077.33,60,15.18,Major Purchase,Employed,Rent,0.05,Fully Paid
LN101096,CUST201096,29,18000.0,549,22820.66,36,24.91,Credit Card Reinvestment,Employed,Mortgage,0.2,Charged Off
LN101097,CUST201097,29,75723.01,688,26118.34,36,16.66,Home Improvement,Employed,Rent,0.06,Fully Paid
LN101098,CUST201098,30,80272.44,796,30613.79,36,12.91,Debt Consolidation,Employed,Mortgage,0.16,Fully Paid
LN101099,CUST201099,46,56209.37,513,15126.35,60,23.92,Debt Consolidation,Employed,Mortgage,0.42,Current
LN101100,CUST201100,61,72385.75,731,10661.2,36,16.32,Major Purchase,Employed,Rent,0.14,Fully Paid
LN101101,CUST201101,55,27126.89,760,5193.43,36,16.57,Major Purchase,Employed,Mortgage,0.06,Fully Paid
LN101102,CUST201102,45,44973.33,691,18479.09,36,14.86,Debt Consolidation,Employed,Rent,0.08,Fully Paid
LN101103,CUST201103,46,84136.23,702,21679.34,60,14.79,Small Business,Employed,Rent,0.16,Charged Off
LN101104,CUST201104,31,77781.33,760,4212.42,36,14.47,Home Improvement,Employed,Own,0.08,Current
LN101105,CUST201105,58,54703.64,612,24157.32,36,20.8,Home Improvement,Employed,Mortgage,0.27,Current
LN101106,CUST201106,22,85284.06,535,14189.2,36,22.19,Debt Consolidation,Employed,Rent,0.22,Fully Paid
LN101107,CUST201107,27,68457.45,578,4953.47,36,22.15,Debt Consolidation,Employed,Rent,0.36,Charged Off
LN101108,CUST201108,38,52394.48,774,8213.7,36,12.93,Credit Card Reinvestment,Employed,Rent,0.12,Fully Paid
LN101109,CUST201109,47,60429.32,777,7454.06,36,13.25,Debt Consolidation,Employed,Own,0.23,Fully Paid
LN101110,CUST201110,54,53614.56,661,7596.36,60,20.46,Home Improvement,Employed,Own,0.12,Fully Paid
LN101111,CUST201111,47,35405.6,811,19559.21,36,12.05,Education,Self-Employed,Mortgage,0.15,Current
LN101112,CUST201112,37,96417.15,516,21910.62,60,23.82,Credit Card Reinvestment,Employed,Mortgage,0.03,Current
LN101113,CUST201113,63,50799.39,703,28593.16,36,17.08,Home Improvement,Employed,Mortgage,0.1,Fully Paid
LN101114,CUST201114,64,44190.98,516,9414.22,60,26.0,Home Improvement,Employed,Rent,0.29,Current
LN101115,CUST201115,44,26766.29,701,17743.65,36,16.9,Debt Consolidation,Employed,Own,0.15,Fully Paid
LN101116,CUST201116,45,18000.0,709,9823.79,36,15.8,Education,Employed,Mortgage,0.3,Fully Paid
LN101117,CUST201117,27,82537.42,577,15160.99,36,22.79,Small Business,Employed,Rent,0.31,Charged Off
LN101118,CUST201118,26,84840.22,555,3156.96,60,24.02,Credit Card Reinvestment,Employed,Rent,0.25,Charged Off
LN101119,CUST201119,44,94825.96,579,6014.42,60,23.56,Debt Consolidation,Employed,Mortgage,0.36,Charged Off
LN101120,CUST201120,53,61274.02,805,21424.48,36,12.75,Debt Consolidation,Employed,Rent,0.19,Current
LN101121,CUST201121,49,56950.19,557,3132.27,36,23.43,Debt Consolidation,Employed,Mortgage,0.13,Charged Off
LN101122,CUST201122,63,52306.92,517,19918.65,36,25.51,Home Improvement,Employed,Mortgage,0.14,Current
LN101123,CUST201123,42,54586.06,707,9590.81,36,16.99,Debt Consolidation,Unemployed,Mortgage,0.2,Current
LN101124,CUST201124,46,92994.76,634,1000.0,36,21.62,Credit Card Reinvestment,Employed,Mortgage,0.25,Current
LN101125,CUST201125,48,64337.12,831,1000.0,36,12.74,Home Improvement,Employed,Mortgage,0.16,Fully Paid
LN101126,CUST201126,41,74451.77,509,26707.69,36,27.46,Debt Consolidation,Unemployed,Rent,0.17,Current
LN101127,CUST201127,27,53949.83,568,1000.0,60,23.66,Credit Card Reinvestment,Employed,Mortgage,0.21,Current
LN101128,CUST201128,37,98021.2,840,14485.02,60,8.51,Debt Consolidation,Employed,Rent,0.27,Fully Paid
LN101129,CUST201129,40,18000.0,582,17831.61,36,21.12,Major Purchase,Employed,Own,0.09,Current
LN101130,CUST201130,61,34486.9,608,4494.38,60,18.25,Debt Consolidation,Employed,Own,0.06,Current
LN101131,CUST201131,40,74492.76,543,10571.8,36,22.32,Debt Consolidation,Employed,Rent,0.27,Charged Off
LN101132,CUST201132,42,108765.27,631,18830.59,60,19.2,Debt Consolidation,Employed,Mortgage,0.08,Fully Paid
LN101133,CUST201133,48,59372.5,517,17346.53,36,25.62,Education,Employed,Mortgage,0.05,Fully Paid
LN101134,CUST201134,60,43940.73,592,11315.4,60,20.66,Credit Card Reinvestment,Employed,Own,0.12,Current
LN101135,CUST201135,27,90016.57,793,16895.24,36,15.37,Home Improvement,Employed,Mortgage,0.13,Fully Paid
LN101136,CUST201136,21,73092.46,647,14182.12,36,18.12,Debt Consolidation,Employed,Mortgage,0.33,Fully Paid
LN101137,CUST201137,52,97255.35,671,7236.67,36,17.73,Credit Card Reinvestment,Employed,Mortgage,0.25,Fully Paid
LN101138,CUST201138,33,32741.22,550,24603.92,36,21.14,Debt Consolidation,Employed,Rent,0.31,Current
LN101139,CUST201139,50,95291.71,518,16659.36,36,26.45,Education,Employed,Rent,0.16,Charged Off
LN101140,CUST201140,43,26288.56,619,1000.0,36,22.61,Education,Employed,Rent,0.14,Current
LN101141,CUST201141,39,57795.7,823,19173.4,60,11.88,Credit Card Reinvestment,Employed,Rent,0.14,Current
LN101142,CUST201142,52,75319.57,724,10075.87,36,13.82,Education,Self-Employed,Rent,0.08,Fully Paid
LN101143,CUST201143,50,69650.33,565,12684.51,36,22.09,Debt Consolidation,Employed,Mortgage,0.08,Fully Paid
LN101144,CUST201144,49,91514.81,640,15065.56,36,19.75,Debt Consolidation,Unemployed,Mortgage,0.15,Charged Off
LN101145,CUST201145,49,19333.5,688,8656.42,36,16.53,Debt Consolidation,Employed,Own,0.23,Current
LN101146,CUST201146,50,68525.19,657,29424.3,36,22.25,Debt Consolidation,Employed,Rent,0.28,Charged Off
LN101147,CUST201147,36,94991.05,597,3053.46,60,23.86,Education,Self-Employed,Own,0.27,Charged Off
LN101148,CUST201148,60,66482.36,657,15453.5,36,16.1,Debt Consolidation,Self-Employed,Mortgage,0.14,Current
LN101149,CUST201149,39,36441.51,745,18050.81,36,13.47,Small Business,Employed,Mortgage,0.05,Fully Paid
LN101150,CUST201150,38,90187.68,843,15329.7,36,11.97,Major Purchase,Employed,Mortgage,0.33,Charged Off
LN101151,CUST201151,21,48792.24,735,13472.11,36,13.99,Debt Consolidation,Employed,Mortgage,0.09,Fully Paid
LN101152,CUST201152,34,44391.92,532,11983.89,36,23.99,Debt Consolidation,Self-Employed,Rent,0.18,Charged Off
LN101153,CUST201153,22,41246.61,740,8574.56,36,15.42,Debt Consolidation,Employed,Mortgage,0.08,Fully Paid
LN101154,CUST201154,48,60032.87,829,8432.69,60,11.78,Debt Consolidation,Self-Employed,Mortgage,0.29,Fully Paid
LN101155,CUST201155,50,69576.51,837,24268.35,36,13.05,Home Improvement,Employed,Own,0.15,Fully Paid
LN101156,CUST201156,58,33272.5,774,11466.03,36,16.75,Home Improvement,Employed,Own,0.2,Fully Paid
LN101157,CUST201157,24,38408.85,570,32057.49,36,22.79,Home Improvement,Employed,Mortgage,0.18,Current
LN101158,CUST201158,21,47637.93,812,20351.52,60,10.7,Major Purchase,Self-Employed,Mortgage,0.04,Fully Paid
LN101159,CUST201159,28,41125.28,715,1000.0,60,16.62,Debt Consolidation,Self-Employed,Own,0.01,Fully Paid
LN101160,CUST201160,49,65918.96,578,22066.07,36,21.0,Debt Consolidation,Employed,Own,0.23,Fully Paid
LN101161,CUST201161,59,74030.54,668,14574.72,60,21.27,Major Purchase,Employed,Mortgage,0.12,Fully Paid
LN101162,CUST201162,23,70596.85,797,3880.39,36,14.16,Debt Consolidation,Employed,Mortgage,0.25,Charged Off
LN101163,CUST201163,52,70633.3,679,25434.04,36,18.44,Debt Consolidation,Employed,Rent,0.13,Fully Paid
LN101164,CUST201164,30,106774.79,615,11512.66,60,21.37,Major Purchase,Employed,Mortgage,0.07,Fully Paid
LN101165,CUST201165,30,75592.09,759,10832.54,60,14.58,Small Business,Employed,Rent,0.26,Fully Paid
LN101166,CUST201166,39,84599.11,759,18001.52,60,16.52,Small Business,Self-Employed,Mortgage,0.46,Fully Paid
LN101167,CUST201167,54,54634.61,504,24142.64,60,23.98,Debt Consolidation,Employed,Rent,0.16,Fully Paid
